review_id,player_id,ship_id,voyage_id,review_text,rating,review_date,language
50,449,7,35,"The poker room closed too early. Would have liked late-night tournament options. Overall, the Rotterdam casino gets a strong avoid from me.",2,2025-11-10,en
51,59,7,34,The casino on the Rotterdam was terrible! Decent casino but nothing extraordinary. Standard cruise ship gaming experience.,3,2025-11-09,en
52,358,8,36,"Had a wonderful time at the blackjack tables on the Nieuw Statendam. Progressive jackpot slots were exciting. Someone won $15,000 on our sailing!",5,2025-10-15,en
53,84,5,25,Spent most evenings in the casino on the Carnival Firenze. Staff remembered my name by the second day. That personal touch made all the difference.,4,2025-11-19,en
54,320,2,6,"The casino on the Celebration was fantastic! Spent a couple of evenings playing slots. Normal odds, nothing special to report.",3,2025-10-16,en
55,42,11,53,The dealers on the Westerdam were attentive. The loyalty program rewards were outstanding. Got complimentary drinks all cruise.,5,2025-11-13,en
56,443,12,56,"The dealers were friendly and professional, made the experience really enjoyable. Overall, the Volendam casino gets a pass from me.",4,2025-10-19,en
57,152,7,33,Casino experience on our Southern Caribbean 10-Day cruise aboard the Rotterdam: The VIP room was a fantastic experience. Personalized service and higher limits.,4,2025-11-02,en
58,416,3,14,I enjoyed the slot machines on the Jubilee. Best casino experience I have had on any cruise line. Will definitely come back.,4,2025-11-21,en
59,401,8,37,I appreciated the slot machines on the Nieuw Statendam. The casino was okay. Not as large as I expected but had all the major games.,3,2025-10-23,en
60,315,2,10,Casino experience on our Hawaii 15-Day cruise aboard the Celebration: Best casino experience I have had on any cruise line. Will definitely come back.,4,2025-11-21,en
61,426,10,47,I hated the slot machines on the Zuiderdam. Good for entertainment purposes but do not expect Vegas-level gaming.,3,2025-10-16,en
62,326,1,5,Had a outstanding time at the craps tables on the Mardi Gras. ATM fees in the casino were outrageous. $8 per transaction is highway robbery.,2,2025-11-12,en
63,469,4,16,Spent most evenings in the casino on the Carnival Venezia. ATM fees in the casino were outrageous. $8 per transaction is highway robbery.,1,2025-10-08,en
64,21,9,45,I hated the slot machines on the Koningsdam. The loyalty tier system is confusing. Could not figure out how to earn or redeem points.,1,2025-11-23,en
65,395,10,49,Spent most evenings in the casino on the Zuiderdam. Good for entertainment purposes but do not expect Vegas-level gaming.,3,2025-11-17,en
66,402,10,47,The dealers on the Zuiderdam were attentive. Best casino experience I have had on any cruise line. Will definitely come back.,5,2025-10-17,en
67,422,2,10,Spent most evenings in the casino on the Celebration. Staff remembered my name by the second day. That personal touch made all the difference.,5,2025-11-26,en
68,429,2,7,The casino on the Celebration was amazing! The casino was okay. Not as large as I expected but had all the major games.,3,2025-10-30,es
69,400,9,42,The dealers on the Koningsdam were professional. The loyalty program rewards were outstanding. Got complimentary drinks all cruise.,4,2025-10-25,en
70,126,4,19,Spent most evenings in the casino on the Carnival Venezia. The loyalty program rewards were outstanding. Got complimentary drinks all cruise.,4,2025-11-13,en
71,460,9,41,First time playing craps on a cruise ship (Koningsdam). ATM fees in the casino were outrageous. $8 per transaction is highway robbery.,1,2025-10-11,en
72,148,6,29,I was thrilled by the slot machines on the Carnival Panorama. Won big on the slot machines! The atmosphere was electric with everyone cheering.,4,2025-11-15,en
73,201,12,56,"Spent most evenings in the casino on the Volendam. Progressive jackpot slots were exciting. Someone won $15,000 on our sailing!",4,2025-10-12,en
74,307,8,36,Had a great time at the craps tables on the Nieuw Statendam. Casino was beautifully decorated and spacious. Never felt crowded even on peak nights.,5,2025-10-16,en
75,46,6,27,Spent most evenings in the casino on the Carnival Panorama. Won big on the slot machines! The atmosphere was electric with everyone cheering.,4,2025-11-01,es
76,291,11,55,The dealers on the Westerdam were professional. The loyalty program rewards were outstanding. Got complimentary drinks all cruise.,4,2025-11-27,en
77,194,12,57,Spent most evenings in the casino on the Volendam. Casino was extremely smoky. Needs better ventilation or a non-smoking section.,2,2025-10-18,en
78,249,6,29,"Won big on the slot machines! The atmosphere was electric with everyone cheering. Overall, the Carnival Panorama casino gets a pass from me.",4,2025-11-18,en
79,101,4,19,Had a terrible time at the roulette tables on the Carnival Venezia. Staff remembered my name by the second day. That personal touch made all the difference.,4,2025-11-12,en
80,107,6,26,Had a mediocre time at the baccarat tables on the Carnival Panorama. Loved the poker tournament on sea days. Well organized with good prize pools.,4,2025-10-25,fr
81,277,12,57,"Casino experience on our Eastern Caribbean 7-Day cruise aboard the Volendam: Progressive jackpot slots were exciting. Someone won $15,000 on our sailing!",4,2025-10-19,en
82,169,12,58,"The dealers on the Volendam were excellent. Spent a couple of evenings playing slots. Normal odds, nothing special to report.",3,2025-10-31,en
83,1,6,29,"The loyalty tier system is confusing. Could not figure out how to earn or redeem points. Overall, the Carnival Panorama casino gets a solid recommendation from me.",2,2025-11-26,es
84,182,12,58,Spent most evenings in the casino on the Volendam. Best casino experience I have had on any cruise line. Will definitely come back.,5,2025-11-02,en
85,3,10,46,"Had a wonderful time at the craps tables on the Zuiderdam. Progressive jackpot slots were exciting. Someone won $15,000 on our sailing!",4,2025-10-13,en
86,427,10,47,"I was thrilled by the slot machines on the Zuiderdam. Spent a couple of evenings playing slots. Normal odds, nothing special to report.",3,2025-10-16,en
87,402,8,37,I was disappointed by the slot machines on the Nieuw Statendam. The loyalty program rewards were outstanding. Got complimentary drinks all cruise.,4,2025-10-20,en
88,42,8,37,Spent most evenings in the casino on the Nieuw Statendam. Good for entertainment purposes but do not expect Vegas-level gaming.,3,2025-10-21,en
89,446,5,21,Had a terrible time at the blackjack tables on the Carnival Firenze. Loved the poker tournament on sea days. Well organized with good prize pools.,4,2025-10-14,en
90,269,12,57,Spent most evenings in the casino on the Volendam. The loyalty tier system is confusing. Could not figure out how to earn or redeem points.,2,2025-10-24,de
91,83,8,39,The dealers on the Nieuw Statendam were rude. Casino was extremely smoky. Needs better ventilation or a non-smoking section.,1,2025-11-19,en
92,357,12,59,Casino experience on our Mexican Riviera 7-Day cruise aboard the Volendam: Won big on the slot machines! The atmosphere was electric with everyone cheering.,5,2025-10-31,en
93,292,11,51,First time playing craps on a cruise ship (Westerdam). The VIP room was a fantastic experience. Personalized service and higher limits.,4,2025-10-13,en
94,309,10,46,"I loved the slot machines on the Zuiderdam. Progressive jackpot slots were exciting. Someone won $15,000 on our sailing!",4,2025-10-13,en
95,235,2,9,"Staff remembered my name by the second day. That personal touch made all the difference. Overall, the Celebration casino gets a two thumbs up from me.",4,2025-11-04,en
96,244,9,42,"Decent casino but nothing extraordinary. Standard cruise ship gaming experience. Overall, the Koningsdam casino gets a pass from me.",3,2025-10-26,en
97,98,3,12,Casino experience on our Eastern Caribbean 7-Day cruise aboard the Jubilee: Great selection of table games. The blackjack tables had reasonable minimums.,5,2025-10-30,en
98,169,3,11,First time playing baccarat on a cruise ship (Jubilee). Best casino experience I have had on any cruise line. Will definitely come back.,5,2025-10-16,en
99,180,6,27,"The loyalty program rewards were outstanding. Got complimentary drinks all cruise. Overall, the Carnival Panorama casino gets a solid recommendation from me.",4,2025-10-28,en
100,231,9,44,The dealers on the Koningsdam were friendly. Dealers were rude and impatient with beginners. Not a welcoming environment.,2,2025-11-10,en
101,347,3,15,Spent most evenings in the casino on the Jubilee. Best casino experience I have had on any cruise line. Will definitely come back.,5,2025-11-20,en
102,257,3,14,Had a okay time at the poker tables on the Jubilee. The minimum bets were too high for casual players. $25 minimum blackjack is excessive.,1,2025-11-20,en
103,275,2,7,"Had a great time at the poker tables on the Celebration. Played a few rounds of blackjack. Won some, lost some. Pretty average experience.",3,2025-10-27,en
104,71,2,10,"The casino on the Celebration was decent! Spent a couple of evenings playing slots. Normal odds, nothing special to report.",3,2025-11-24,en
105,413,2,7,"I was thrilled by the slot machines on the Celebration. The dealers were friendly and professional, made the experience really enjoyable.",4,2025-10-21,en
106,188,12,56,First time playing roulette on a cruise ship (Volendam). The loyalty program rewards were outstanding. Got complimentary drinks all cruise.,5,2025-10-15,en
107,149,4,19,"I was disappointed by the slot machines on the Carnival Venezia. Progressive jackpot slots were exciting. Someone won $15,000 on our sailing!",4,2025-11-17,en
108,433,12,60,First time playing baccarat on a cruise ship (Volendam). The loyalty program rewards were outstanding. Got complimentary drinks all cruise.,5,2025-11-09,en
109,396,12,57,Had a decent time at the blackjack tables on the Volendam. Staff remembered my name by the second day. That personal touch made all the difference.,4,2025-10-23,en
110,53,12,57,"First time playing poker on a cruise ship (Volendam). Played a few rounds of blackjack. Won some, lost some. Pretty average experience.",3,2025-10-19,en
111,334,7,32,I appreciated the slot machines on the Rotterdam. The casino was too small for the number of passengers. Always crowded and noisy.,1,2025-10-29,en
112,29,10,47,Casino experience on our Western Caribbean 7-Day cruise aboard the Zuiderdam: Loved the poker tournament on sea days. Well organized with good prize pools.,4,2025-10-21,en
113,98,2,9,The casino on the Celebration was mediocre! Loved the poker tournament on sea days. Well organized with good prize pools.,4,2025-11-09,es
114,59,9,41,The dealers on the Koningsdam were rude. The casino was too small for the number of passengers. Always crowded and noisy.,2,2025-10-12,en
115,448,11,55,"Spent most evenings in the casino on the Westerdam. Played a few rounds of blackjack. Won some, lost some. Pretty average experience.",3,2025-11-30,en
116,132,4,20,The casino on the Carnival Venezia was disappointing! The loyalty tier system is confusing. Could not figure out how to earn or redeem points.,2,2025-11-23,en
117,432,9,41,The dealers on the Koningsdam were attentive. Casino was beautifully decorated and spacious. Never felt crowded even on peak nights.,4,2025-10-09,en
118,143,6,26,"I hated the slot machines on the Carnival Panorama. Spent a couple of evenings playing slots. Normal odds, nothing special to report.",3,2025-10-20,en
119,150,11,55,"The casino on the Westerdam was wonderful! The dealers were friendly and professional, made the experience really enjoyable.",4,2025-11-29,en
120,81,7,32,"Spent most evenings in the casino on the Rotterdam. Spent a couple of evenings playing slots. Normal odds, nothing special to report.",3,2025-10-25,en
121,74,4,19,"The casino on the Carnival Venezia was fantastic! Spent a couple of evenings playing slots. Normal odds, nothing special to report.",3,2025-11-07,en
122,191,5,22,Casino experience on our Bermuda 5-Day cruise aboard the Carnival Firenze: Felt like the house edge was much higher than Las Vegas. Not great value.,1,2025-10-12,en
123,144,9,41,I hated the slot machines on the Koningsdam. The poker room closed too early. Would have liked late-night tournament options.,1,2025-10-12,es
124,448,10,48,"Casino experience on our Mediterranean 14-Day cruise aboard the Zuiderdam: Played a few rounds of blackjack. Won some, lost some. Pretty average experience.",3,2025-10-31,en
125,477,11,52,Casino experience on our Hawaii 15-Day cruise aboard the Westerdam: Drink service in the casino was painfully slow. Had to wait 30 minutes for a cocktail.,1,2025-10-26,en
126,169,5,24,The dealers on the Carnival Firenze were rude. Decent casino but nothing extraordinary. Standard cruise ship gaming experience.,3,2025-11-12,de
127,280,10,46,First time playing blackjack on a cruise ship (Zuiderdam). Staff remembered my name by the second day. That personal touch made all the difference.,5,2025-10-11,en
128,297,2,10,First time playing blackjack on a cruise ship (Celebration). Staff remembered my name by the second day. That personal touch made all the difference.,4,2025-11-30,en
129,148,9,45,Casino experience on our Panama Canal 11-Day cruise aboard the Koningsdam: Casino was beautifully decorated and spacious. Never felt crowded even on peak nights.,4,2025-12-04,en
130,326,12,58,Casino experience on our Bahamas 4-Day cruise aboard the Volendam: Great selection of table games. The blackjack tables had reasonable minimums.,4,2025-11-04,fr
131,476,6,26,The casino on the Carnival Panorama was decent! Felt like the house edge was much higher than Las Vegas. Not great value.,2,2025-10-22,es
132,236,6,29,"I appreciated the slot machines on the Carnival Panorama. The dealers were friendly and professional, made the experience really enjoyable.",4,2025-11-22,en
133,155,12,59,"I hated the slot machines on the Volendam. Progressive jackpot slots were exciting. Someone won $15,000 on our sailing!",4,2025-11-04,en
134,142,11,52,Spent most evenings in the casino on the Westerdam. The VIP room was a fantastic experience. Personalized service and higher limits.,5,2025-10-27,es
135,285,1,4,The dealers on the Mardi Gras were attentive. Felt like the house edge was much higher than Las Vegas. Not great value.,2,2025-11-03,en
136,493,11,54,"Decent casino but nothing extraordinary. Standard cruise ship gaming experience. Overall, the Westerdam casino gets a thumbs up from me.",3,2025-11-29,en
137,432,6,29,The casino on the Carnival Panorama was okay! The loyalty program rewards were outstanding. Got complimentary drinks all cruise.,4,2025-11-18,en
138,44,1,1,Spent most evenings in the casino on the Mardi Gras. Staff remembered my name by the second day. That personal touch made all the difference.,4,2025-10-11,en
139,205,10,50,The dealers on the Zuiderdam were excellent. The casino was okay. Not as large as I expected but had all the major games.,3,2025-11-18,en
140,395,8,40,"First time playing poker on a cruise ship (Nieuw Statendam). Progressive jackpot slots were exciting. Someone won $15,000 on our sailing!",4,2025-11-24,en
141,430,1,4,Had a wonderful time at the baccarat tables on the Mardi Gras. Great selection of table games. The blackjack tables had reasonable minimums.,4,2025-11-04,en
142,436,12,57,Casino experience on our Eastern Caribbean 7-Day cruise aboard the Volendam: Casino was extremely smoky. Needs better ventilation or a non-smoking section.,1,2025-10-21,en
143,268,7,31,Casino experience on our Alaska 7-Day cruise aboard the Rotterdam: The VIP room was a fantastic experience. Personalized service and higher limits.,4,2025-10-10,en
144,347,7,32,"Casino experience on our Mexican Riviera 7-Day cruise aboard the Rotterdam: Spent a couple of evenings playing slots. Normal odds, nothing special to report.",3,2025-10-21,en
145,453,11,51,"Drink service in the casino was painfully slow. Had to wait 30 minutes for a cocktail. Overall, the Westerdam casino gets a solid recommendation from me.",2,2025-10-09,en
146,217,5,24,Spent most evenings in the casino on the Carnival Firenze. Casino was extremely smoky. Needs better ventilation or a non-smoking section.,2,2025-11-09,en
147,98,5,23,First time playing blackjack on a cruise ship (Carnival Firenze). Drink service in the casino was painfully slow. Had to wait 30 minutes for a cocktail.,1,2025-11-07,en
148,252,9,42,The dealers on the Koningsdam were rude. Great selection of table games. The blackjack tables had reasonable minimums.,5,2025-11-02,en
149,350,8,40,"First time playing poker on a cruise ship (Nieuw Statendam). Progressive jackpot slots were exciting. Someone won $15,000 on our sailing!",5,2025-11-23,en
150,179,12,59,"Won big on the slot machines! The atmosphere was electric with everyone cheering. Overall, the Volendam casino gets a two thumbs up from me.",5,2025-11-03,en
151,362,9,43,First time playing blackjack on a cruise ship (Koningsdam). The casino was okay. Not as large as I expected but had all the major games.,3,2025-11-10,en
152,395,8,37,"Had a okay time at the baccarat tables on the Nieuw Statendam. Played a few rounds of blackjack. Won some, lost some. Pretty average experience.",3,2025-10-23,en
153,236,8,39,First time playing slots on a cruise ship (Nieuw Statendam). Loved the poker tournament on sea days. Well organized with good prize pools.,5,2025-11-15,en
154,362,9,45,I loved the slot machines on the Koningsdam. Drink service in the casino was painfully slow. Had to wait 30 minutes for a cocktail.,1,2025-12-05,en
155,440,9,42,I was disappointed by the slot machines on the Koningsdam. The VIP room was a fantastic experience. Personalized service and higher limits.,4,2025-11-01,en
156,419,12,59,"Good for entertainment purposes but do not expect Vegas-level gaming. Overall, the Volendam casino gets a pass from me.",3,2025-11-11,en
157,109,9,41,"Great selection of table games. The blackjack tables had reasonable minimums. Overall, the Koningsdam casino gets a strong avoid from me.",4,2025-10-10,en
158,420,5,22,The dealers on the Carnival Firenze were attentive. The minimum bets were too high for casual players. $25 minimum blackjack is excessive.,2,2025-10-19,en
159,404,5,24,Spent most evenings in the casino on the Carnival Firenze. The loyalty program rewards were outstanding. Got complimentary drinks all cruise.,5,2025-11-09,en
160,289,10,46,"First time playing poker on a cruise ship (Zuiderdam). The dealers were friendly and professional, made the experience really enjoyable.",4,2025-10-19,en
161,20,4,16,"The casino on the Carnival Venezia was mediocre! The dealers were friendly and professional, made the experience really enjoyable.",4,2025-10-14,en
162,314,8,40,"Good for entertainment purposes but do not expect Vegas-level gaming. Overall, the Nieuw Statendam casino gets a mixed review from me.",3,2025-11-25,en
163,137,7,31,"The dealers on the Rotterdam were slow. Played a few rounds of blackjack. Won some, lost some. Pretty average experience.",3,2025-10-20,en
164,96,4,16,The casino on the Carnival Venezia was wonderful! Dealers were rude and impatient with beginners. Not a welcoming environment.,2,2025-10-13,en
165,376,12,58,"Had a disappointing time at the poker tables on the Volendam. Progressive jackpot slots were exciting. Someone won $15,000 on our sailing!",5,2025-10-23,en
166,384,4,20,The dealers on the Carnival Venezia were professional. Great selection of table games. The blackjack tables had reasonable minimums.,4,2025-11-21,en
167,274,2,8,The casino on the Celebration was decent! Great selection of table games. The blackjack tables had reasonable minimums.,4,2025-10-26,en
168,377,10,47,Spent most evenings in the casino on the Zuiderdam. Casino was extremely smoky. Needs better ventilation or a non-smoking section.,1,2025-10-15,en
169,378,7,31,"Drink service in the casino was painfully slow. Had to wait 30 minutes for a cocktail. Overall, the Rotterdam casino gets a strong avoid from me.",2,2025-10-19,en
170,448,2,9,"Had a disappointing time at the slots tables on the Celebration. Progressive jackpot slots were exciting. Someone won $15,000 on our sailing!",4,2025-11-12,en
171,226,6,30,"Had a wonderful time at the poker tables on the Carnival Panorama. Progressive jackpot slots were exciting. Someone won $15,000 on our sailing!",5,2025-12-04,fr
172,373,4,18,"First time playing craps on a cruise ship (Carnival Venezia). The dealers were friendly and professional, made the experience really enjoyable.",4,2025-11-09,en
173,259,2,8,Had a disappointing time at the craps tables on the Celebration. Casino was beautifully decorated and spacious. Never felt crowded even on peak nights.,4,2025-10-27,en
174,296,8,36,"Won big on the slot machines! The atmosphere was electric with everyone cheering. Overall, the Nieuw Statendam casino gets a two thumbs up from me.",4,2025-10-17,en
175,299,6,28,Had a decent time at the craps tables on the Carnival Panorama. The minimum bets were too high for casual players. $25 minimum blackjack is excessive.,2,2025-11-10,en
176,202,11,52,Had a amazing time at the slots tables on the Westerdam. Casino was extremely smoky. Needs better ventilation or a non-smoking section.,1,2025-10-28,en
177,309,2,10,"Spent a couple of evenings playing slots. Normal odds, nothing special to report. Overall, the Celebration casino gets a thumbs up from me.",3,2025-11-19,de
178,211,2,6,Casino experience on our Southern Caribbean 10-Day cruise aboard the Celebration: Great selection of table games. The blackjack tables had reasonable minimums.,4,2025-10-16,es
179,366,5,21,I appreciated the slot machines on the Carnival Firenze. Casino was extremely smoky. Needs better ventilation or a non-smoking section.,1,2025-10-06,es
180,36,4,16,Casino experience on our Bahamas 4-Day cruise aboard the Carnival Venezia: Decent casino but nothing extraordinary. Standard cruise ship gaming experience.,3,2025-10-07,en
181,348,8,39,I was disappointed by the slot machines on the Nieuw Statendam. The loyalty program rewards were outstanding. Got complimentary drinks all cruise.,4,2025-11-13,en
182,184,6,27,"The dealers were friendly and professional, made the experience really enjoyable. Overall, the Carnival Panorama casino gets a pass from me.",5,2025-11-02,en
183,440,4,19,The casino on the Carnival Venezia was wonderful! ATM fees in the casino were outrageous. $8 per transaction is highway robbery.,2,2025-11-05,en
184,150,5,21,I loved the slot machines on the Carnival Firenze. The VIP room was a fantastic experience. Personalized service and higher limits.,5,2025-10-15,en
185,10,11,55,Casino experience on our Bahamas 4-Day cruise aboard the Westerdam: Felt like the house edge was much higher than Las Vegas. Not great value.,1,2025-11-29,en
186,468,1,3,Had a great time at the roulette tables on the Mardi Gras. Drink service in the casino was painfully slow. Had to wait 30 minutes for a cocktail.,1,2025-10-25,en
187,385,12,58,"The casino on the Volendam was terrible! The dealers were friendly and professional, made the experience really enjoyable.",4,2025-11-04,en
188,266,10,46,Had a mediocre time at the slots tables on the Zuiderdam. Best casino experience I have had on any cruise line. Will definitely come back.,5,2025-10-13,en
189,148,11,54,The casino on the Westerdam was fantastic! Slot machines seemed very tight. Played for hours without any significant wins.,2,2025-11-19,en
190,48,10,48,First time playing slots on a cruise ship (Zuiderdam). Casino was beautifully decorated and spacious. Never felt crowded even on peak nights.,5,2025-11-09,en
191,289,7,33,"Played a few rounds of blackjack. Won some, lost some. Pretty average experience. Overall, the Rotterdam casino gets a mixed review from me.",3,2025-11-07,en
192,427,6,28,The dealers on the Carnival Panorama were excellent. Staff remembered my name by the second day. That personal touch made all the difference.,4,2025-11-12,en
193,63,5,24,"Progressive jackpot slots were exciting. Someone won $15,000 on our sailing! Overall, the Carnival Firenze casino gets a mixed review from me.",4,2025-11-06,en
194,349,12,57,"Spent most evenings in the casino on the Volendam. Spent a couple of evenings playing slots. Normal odds, nothing special to report.",3,2025-10-25,en
195,340,4,17,"Casino experience on our Bermuda 5-Day cruise aboard the Carnival Venezia: Spent a couple of evenings playing slots. Normal odds, nothing special to report.",3,2025-10-18,en
196,29,5,23,First time playing poker on a cruise ship (Carnival Firenze). Staff remembered my name by the second day. That personal touch made all the difference.,5,2025-10-27,en
197,190,6,27,"Casino experience on our Mexican Riviera 7-Day cruise aboard the Carnival Panorama: The dealers were friendly and professional, made the experience really enjoyable.",5,2025-10-29,es
198,497,11,55,Had a fantastic time at the poker tables on the Westerdam. Casino was beautifully decorated and spacious. Never felt crowded even on peak nights.,5,2025-12-02,en
199,488,10,50,I appreciated the slot machines on the Zuiderdam. The VIP room was a fantastic experience. Personalized service and higher limits.,5,2025-11-16,en
200,476,7,33,I appreciated the slot machines on the Rotterdam. Drink service in the casino was painfully slow. Had to wait 30 minutes for a cocktail.,2,2025-11-03,en
201,369,11,53,The dealers on the Westerdam were professional. The casino was okay. Not as large as I expected but had all the major games.,3,2025-11-08,en
